web-scraper-order,web-scraper-start-url,genre,genre-href,book,book-href,title,author,description,rating,total_rating,list_genre
"1669188491-831","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/13335037-divergent","Divergent","Veronica Roth","In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.

During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.","4.16","3,567,630 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Dystopia""},{""list_genre"":""Fiction""},{""list_genre"":""Fantasy""},{""list_genre"":""Science Fiction""},{""list_genre"":""Romance""},{""list_genre"":""Adventure""},{""list_genre"":""...more""}]"
"1669188494-832","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars","The Fault in Our Stars","John Green","Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.

Insightful, bold, irreverent, and raw, The Fault in Our Stars is award-winning author John Green's most ambitious and heartbreaking work yet, brilliantly exploring the funny, thrilling, and tragic business of being alive and in love.","4.16","4,546,093 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Romance""},{""list_genre"":""Fiction""},{""list_genre"":""Contemporary""},{""list_genre"":""Realistic Fiction""},{""list_genre"":""Teen""},{""list_genre"":""Coming Of Age""},{""list_genre"":""...more""}]"
"1669188498-833","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/7260188-mockingjay","Mockingjay","Suzanne Collins","My name is Katniss Everdeen.
Why am I not dead?
I should be dead.

Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.

It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans—except Katniss.

The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay—no matter what the personal cost.","4.06","2,825,261 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Dystopia""},{""list_genre"":""Fiction""},{""list_genre"":""Fantasy""},{""list_genre"":""Science Fiction""},{""list_genre"":""Romance""},{""list_genre"":""Adventure""},{""list_genre"":""...more""}]"
"1669188501-834","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/6148028-catching-fire","Catching Fire","Suzanne Collins","Sparks are igniting.
Flames are spreading.
And the Capitol wants revenge.
 
Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. 

Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.

In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.","4.30","3,090,132 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Dystopia""},{""list_genre"":""Fiction""},{""list_genre"":""Fantasy""},{""list_genre"":""Science Fiction""},{""list_genre"":""Romance""},{""list_genre"":""Adventure""},{""list_genre"":""...more""}]"
"1669188505-835","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/2767052-the-hunger-games","The Hunger Games","Suzanne Collins","Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?

In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.

Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before—and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.","4.32","7,650,878 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Fiction""},{""list_genre"":""Dystopia""},{""list_genre"":""Fantasy""},{""list_genre"":""Science Fiction""},{""list_genre"":""Romance""},{""list_genre"":""Adventure""},{""list_genre"":""...more""}]"
"1669188508-836","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/34853146-the-road-to-bittersweet","The Road to Bittersweet","Donna Everhart","SOUTHEASTERN LIBRARY ASSOCIATION'S (SELA) 2018 Author of the Year in fiction
PUBLISHERS LUNCH BUZZ BOOK, Winter 2017/2018
SIBA Trio 2018 Selection
SIBA OKRA PICK Winter 2018
First Pick for SOUTHERN LADY Book Club

Set in the Carolinas in the 1940s, The Road to Bittersweet is a beautifully written, evocative account of a young woman reckoning not just with the unforgiving landscape, but with the rocky emotional terrain that leads from innocence to wisdom.

For fourteen-year-old Wallis Ann Stamper and her family, life in the Appalachian Mountains is simple and satisfying, though not for the tenderhearted. While her older sister, Laci—a mute, musically gifted savant—is constantly watched over and protected, Wallis Ann is as practical and sturdy as her name. When the Tuckasegee River bursts its banks, forcing them to flee in the middle of the night, those qualities save her life. But though her family is eventually reunited, the tragedy opens Wallis Ann’s eyes to a world beyond the creek that’s borne their name for generations.

Carrying what’s left of their possessions, the Stampers begin another perilous journey from their ruined home to the hill country of South Carolina. Wallis Ann’s blossoming friendship with Clayton, a high diving performer for a traveling show, sparks a new opportunity, and the family joins as a singing group. But Clayton’s attention to Laci drives a wedge between the two sisters. As jealousy and betrayal threaten to accomplish what hardship never could—divide the family for good—Wallis Ann makes a decision that will transform them all in unforeseeable ways…","4.18","3,115 ratings","[{""list_genre"":""Historical Fiction""},{""list_genre"":""Fiction""},{""list_genre"":""Southern""},{""list_genre"":""Coming Of Age""},{""list_genre"":""Historical""},{""list_genre"":""Young Adult""},{""list_genre"":""Chick Lit""},{""list_genre"":""...more""}]"
"1669188511-837","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/60148180-betrayal","Betrayal","Ivy Smoak","Matthew Caldwell is the only thing keeping me in this city. If I didn't love him, I'd be long gone.

I need to prove that I belong here in his life. I'm going to become one of the elite. I'm going to live like an Untouchable. No one will be able to break me. Ever. Again.

But my new family is dangerous. And I never realized that meant I was in danger too.","4.18","6,312 ratings","[{""list_genre"":""Romance""},{""list_genre"":""Young Adult""},{""list_genre"":""High School""},{""list_genre"":""Contemporary""},{""list_genre"":""New Adult""},{""list_genre"":""Contemporary Romance""},{""list_genre"":""Fiction""},{""list_genre"":""...more""}]"
"1669188515-838","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/34499221-to-kill-a-kingdom","To Kill a Kingdom","Alexandra Christo","Princess Lira is siren royalty and the most lethal of them all. With the hearts of seventeen princes in her collection, she is revered across the sea. Until a twist of fate forces her to kill one of her own. To punish her daughter, the Sea Queen transforms Lira into the one thing they loathe most—a human. Robbed of her song, Lira has until the winter solstice to deliver Prince Elian’s heart to the Sea Queen or remain a human forever.

The ocean is the only place Prince Elian calls home, even though he is heir to the most powerful kingdom in the world. Hunting sirens is more than an unsavory hobby—it’s his calling. When he rescues a drowning woman in the ocean, she’s more than what she appears. She promises to help him find the key to destroying all of sirenkind for good—But can he trust her? And just how many deals will Elian have to barter to eliminate mankind’s greatest enemy?","3.79","140,324 ratings","[{""list_genre"":""Fantasy""},{""list_genre"":""Young Adult""},{""list_genre"":""Romance""},{""list_genre"":""Retellings""},{""list_genre"":""Young Adult Fantasy""},{""list_genre"":""Fiction""},{""list_genre"":""Pirates""},{""list_genre"":""...more""}]"
"1669188518-839","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/43204703-a-curse-so-dark-and-lonely","A Curse So Dark and Lonely","Brigid Kemmerer","An alternative cover edition for this ISBN can be found here.

Fall in love, break the curse.

Cursed by a powerful enchantress to repeat the autumn of his eighteenth year, Prince Rhen, the heir of Emberfall, thought he could be saved easily if a girl fell for him. But that was before he turned into a vicious beast hell-bent on destruction. Before he destroyed his castle, his family, and every last shred of hope.

Nothing has ever been easy for Harper. With her father long gone, her mother dying, and her brother constantly underestimating her because of her cerebral palsy, Harper learned to be tough enough to survive. When she tries to save a stranger on the streets of Washington, DC, she's pulled into a magical world.

Break the curse, save the kingdom.

Harper doesn't know where she is or what to believe. A prince? A curse? A monster? As she spends time with Rhen in this enchanted land, she begins to understand what's at stake. And as Rhen realizes Harper is not just another girl to charm, his hope comes flooding back. But powerful forces are standing against Emberfall . . . and it will take more than a broken curse to save Harper, Rhen, and his people from utter ruin.","4.02","125,954 ratings","[{""list_genre"":""Fantasy""},{""list_genre"":""Young Adult""},{""list_genre"":""Romance""},{""list_genre"":""Retellings""},{""list_genre"":""Young Adult Fantasy""},{""list_genre"":""Fiction""},{""list_genre"":""Magic""},{""list_genre"":""...more""}]"
"1669188522-840","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/52219386-almond","Almond","Sohn Won-Pyung","This story is, in short, about a monster meeting another monster. 

One of the monsters is me.

Yunjae was born with a brain condition called Alexithymia that makes it hard for him to feel emotions like fear or anger. He does not have friends—the two almond-shaped neurons located deep in his brain have seen to that—but his devoted mother and grandmother aren’t fazed by his condition. Their little home above his mother’s used bookstore is decorated with colorful post-it notes that remind him when to smile, when to say ""thank you,"" and when to laugh. Yunjae grows up content, even happy, with his small family in this quiet, peaceful space.

Then on Christmas Eve—Yunjae’s sixteenth birthday—everything changes. A shocking act of random violence shatters his world, leaving him alone and on his own. Struggling to cope with his loss, Yunjae retreats into silent isolation, until troubled teenager Gon arrives at his school and begins to bully Yunjae. 

Against all odds, tormentor and victim learn they have more in common than they realized. Gon is stumped by Yunjae’s impassive calm, while Yunjae thinks if he gets to know the hotheaded Gon, he might learn how to experience true feelings. Drawn by curiosity, the two strike up a surprising friendship. As Yunjae begins to open his life to new people—including a girl at school—something slowly changes inside him. And when Gon suddenly finds his life in danger, it is Yunjae who will step outside of every comfort zone he has created to perhaps become a most unlikely hero. 

The Emissary meets The Curious Incident of the Dog in the Nighttime in this poignant and triumphant story about how love, friendship, and persistence can change a life forever.","4.20","51,429 ratings","[{""list_genre"":""Fiction""},{""list_genre"":""Contemporary""},{""list_genre"":""Young Adult""},{""list_genre"":""Asian Literature""},{""list_genre"":""Mental Health""},{""list_genre"":""Literary Fiction""},{""list_genre"":""Asia""},{""list_genre"":""...more""}]"
"1669188525-841","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/44654627-one-of-us-is-next","One of Us Is Next","Karen M. McManus","Come on, Bayview, you know you've missed this.

A ton of copycat gossip apps have popped up since Simon died, but in the year since the Bayview four were cleared of his shocking death, no one's been able to fill the gossip void quite like he could. The problem is no one has the facts.

Until now. 

This time it's not an app, though—it's a game. 

Truth or Dare.

Phoebe's the first target. If you choose not to play, it's a truth. And hers is dark. 

Then comes Maeve and she should know better—always choose the dare. 

But by the time Knox is about to be tagged, things have gotten dangerous. The dares have become deadly, and if Maeve learned anything from Bronwyn last year, it's that they can't count on the police for help. Or protection.

Simon's gone, but someone's determined to keep his legacy at Bayview High alive. And this time, there's a whole new set of rules.

The highly anticipated sequel to the New York Times bestselling thriller everyone is talking about, One of Us Is Lying! There's a new mystery to solve at Bayview High, and there's a whole new set of rules.","3.96","162,840 ratings","[{""list_genre"":""Mystery""},{""list_genre"":""Young Adult""},{""list_genre"":""Thriller""},{""list_genre"":""Contemporary""},{""list_genre"":""Fiction""},{""list_genre"":""Mystery Thriller""},{""list_genre"":""Audiobook""},{""list_genre"":""...more""}]"
"1669188529-842","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down","Turtles All the Way Down","John Green","It all begins with a fugitive billionaire and the promise of a cash reward. Turtles All the Way Down is about lifelong friendship, the intimacy of an unexpected reunion, Star Wars fan fiction, and tuatara. But at its heart is Aza Holmes, a young woman navigating daily existence within the ever-tightening spiral of her own thoughts.

In his long-awaited return, John Green shares Aza's story with shattering, unflinching clarity.","3.91","482,010 ratings","[{""list_genre"":""Young Adult""},{""list_genre"":""Fiction""},{""list_genre"":""Contemporary""},{""list_genre"":""Mental Health""},{""list_genre"":""Romance""},{""list_genre"":""Audiobook""},{""list_genre"":""Realistic Fiction""},{""list_genre"":""...more""}]"
"1669188532-843","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/60148166-untouchable","Untouchable","Ivy Smoak","Everyone knows Matthew Caldwell.
Charming.
Gorgeous.
Wealthy.
And way out of my league.
So when he invites me into the lifestyle of the rich and famous?
I agree in a heartbeat.
But behind all the glitz and glam?
Secrets.
Lies.
Betrayal.
All hidden behind a perfect smile and a tailored jacket.
I should have known better than to pretend to belong in his world...","4.10","11,645 ratings","[{""list_genre"":""Romance""},{""list_genre"":""High School""},{""list_genre"":""Young Adult""},{""list_genre"":""Contemporary""},{""list_genre"":""New Adult""},{""list_genre"":""Contemporary Romance""},{""list_genre"":""Reverse Harem""},{""list_genre"":""...more""}]"
"1669188535-844","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/54679851-the-serpent-in-heaven","The Serpent in Heaven","Charlaine Harris","#1 New York Times and USA TODAY bestselling author Charlaine Harris returns to her alternate history of the United States where magic is an acknowledged but despised power in this fourth installment of the Gunnie Rose series.

Felicia, Lizbeth Rose’s half-sister and a student at the Grigori Rasputin school in San Diego—capital of the Holy Russian Empire—is caught between her own secrets and powerful family struggles. As a granddaughter of Rasputin, she provides an essential service to the hemophiliac Tsar Alexei, providing him the blood transfusions that keep him alive. Felicia is treated like a nonentity at the bedside of the tsar, and at the school she's seen as a charity case with no magical ability. But when Felicia is snatched outside the school, the facts of her heritage begin to surface. Felicia turns out to be far more than the Russian-Mexican Lizbeth rescued. As Felicia’s history unravels and her true abilities become known, she becomes under attack from all directions. Only her courage will keep her alive.","4.38","436 ratings","[{""list_genre"":""Fantasy""},{""list_genre"":""Urban Fantasy""},{""list_genre"":""Westerns""},{""list_genre"":""Magic""},{""list_genre"":""Fiction""},{""list_genre"":""Alternate History""},{""list_genre"":""Mystery""},{""list_genre"":""...more""}]"
"1669188539-845","https://www.goodreads.com/genres","Young Adult","https://www.goodreads.com/genres/young-adult","","https://www.goodreads.com/book/show/52735921-kingdom-of-the-wicked","Kingdom of the Wicked","Kerri Maniscalco","Two sisters.
One brutal murder.
A quest for vengeance that will unleash Hell itself...
And an intoxicating romance.

Emilia and her twin sister Vittoria are streghe - witches who live secretly among humans, avoiding notice and persecution. One night, Vittoria misses dinner service at the family's renowned Sicilian restaurant. Emilia soon finds the body of her beloved twin...desecrated beyond belief. Devastated, Emilia sets out to find her sister's killer and to seek vengeance at any cost—even if it means using dark magic that's been long forbidden.

Then Emilia meets Wrath, one of the Wicked—princes of Hell she has been warned against in tales since she was a child. Wrath claims to be on Emilia's side, tasked by his master with solving the series of women's murders on the island. But when it comes to the Wicked, nothing is as it seems...","3.95","160,807 ratings","[{""list_genre"":""Fantasy""},{""list_genre"":""Young Adult""},{""list_genre"":""Romance""},{""list_genre"":""Paranormal""},{""list_genre"":""Witches""},{""list_genre"":""Young Adult Fantasy""},{""list_genre"":""Mystery""},{""list_genre"":""...more""}]"
